Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023-06-07 14:33:56-05:30,22,male,few times per month,groceries and gourmet food;beauty and personal care;home and kitchen,yes,multiple times a day,keyword,multiple pages,1,yes,always,others,rarely,yes,occasionally,sometimes,sometimes,2,4,wide product selection,user interface,245157
2023-06-12 15:59:10-05:30,49,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion,sometimes,rarely,others,multiple pages,4,maybe,rarely,high shipping costs,never,no,rarely,no,yes,2,5,customer service,quality of product is very poor according to the big offers,443745
2023-06-06 18:33:23-05:30,37,others,once a month,beauty and personal care;home and kitchen,no,multiple times a day,filter,multiple pages,2,yes,sometimes,found a better price elsewhere,rarely,yes,occasionally,sometimes,yes,4,5,product recommendations,quality of product is very poor according to the big offers,945067
2023-06-11 23:17:41-05:30,55,male,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,no,rarely,keyword,multiple pages,4,yes,rarely,found a better price elsewhere,never,no,rarely,yes,no,1,5,all the above,customer service responsiveness,669786
2023-06-09 14:34:43-05:30,62,not_preferred,less than once a month,groceries and gourmet food;home and kitchen,no,few times per week,others,multiple pages,1,yes,sometimes,found a better price elsewhere,often,no,rarely,yes,sometimes,2,4,quick delivery,quality of product is very poor according to the big offers,561470
2023-06-07 11:41:56-05:30,30,not_preferred,less than once a month,beauty and personal care;home and kitchen,no,multiple times a day,keyword,multiple pages,5,no,rarely,found a better price elsewhere,rarely,yes,rarely,sometimes,no,5,5,customer service,no issues,578416
2023-06-04 20:39:53-05:30,4,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;others,sometimes,rarely,keyword,multiple pages,2,maybe,sometimes,found a better price elsewhere,always,yes,occasionally,no,yes,5,1,competitive prices,scrolling option would be much better than going to next page,662310
2023-06-06 19:54:19-05:30,37,not_preferred,weekly,beauty and personal care;home and kitchen;others,no,few times per week,filter,first page,4,no,rarely,high shipping costs,always,yes,moderately,yes,no,3,1,product recommendations,user interface,864973
2023-06-08 21:39:30-05:30,26,male,few times per month,groceries and gourmet food;home and kitchen,yes,multiple times a day,keyword,first page,1,maybe,rarely,others,rarely,yes,heavily,yes,yes,4,1,unknown,scrolling option would be much better than going to next page,545894
2023-06-05 21:56:08-05:30,7,female,less than once a month,groceries and gourmet food;beauty and personal care;home and kitchen,yes,multiple times a day,filter,multiple pages,5,no,rarely,high shipping costs,rarely,yes,occasionally,yes,yes,5,5,customer service,reducing packaging waste,161648
2023-06-08 18:00:50-05:30,8,male,weekly,groceries and gourmet food;beauty and personal care;others,yes,rarely,categories,first page,5,yes,rarely,others,rarely,no,rarely,sometimes,no,1,2,wide product selection,add more familiar brands to the list,512641
2023-06-07 13:05:41-05:30,23,male,weekly,beauty and personal care;clothing and fashion;home and kitchen,yes,rarely,others,first page,5,yes,rarely,high shipping costs,always,yes,rarely,sometimes,no,1,5,customer service,quality of product is very poor according to the big offers,766794
2023-06-09 14:40:21-05:30,59,others,less than once a month,beauty and personal care;home and kitchen;others,no,few times per week,filter,first page,4,yes,always,high shipping costs,sometimes,yes,heavily,no,no,5,1,user-friendly website/app interface,user interface,401726
2023-06-06 09:45:55-05:30,65,male,once a month,others,sometimes,multiple times a day,keyword,multiple pages,1,maybe,always,changed my mind or no longer need the item,often,no,never,yes,sometimes,4,3,customer service,i have no problem with amazon yet. but others tell me about the refund issues,158239
2023-06-07 11:54:03-05:30,8,female,once a month,clothing and fashion;home and kitchen,no,rarely,keyword,first page,4,no,never,high shipping costs,often,no,never,no,sometimes,2,2,all the above,reducing packaging waste,924024
2023-06-08 17:09:31-05:30,38,not_preferred,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion,no,few times per month,keyword,first page,5,no,often,high shipping costs,rarely,no,heavily,yes,yes,5,3,unknown,better app interface and lower shipping charges,480458
2023-06-08 17:35:25-05:30,41,not_preferred,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion,yes,few times per month,categories,first page,1,no,always,others,sometimes,no,heavily,sometimes,sometimes,3,2,customer service,user interface,273139
2023-06-07 11:47:44-05:30,9,others,once a month,clothing and fashion;home and kitchen;others,sometimes,rarely,keyword,multiple pages,3,maybe,often,changed my mind or no longer need the item,never,yes,rarely,yes,sometimes,2,1,competitive prices,better app interface and lower shipping charges,574737
2023-06-12 16:03:59-05:30,59,female,weekly,groceries and gourmet food;clothing and fashion;others,no,few times per month,categories,multiple pages,3,no,sometimes,found a better price elsewhere,always,no,rarely,yes,no,4,1,unknown,no issues,878109
2023-06-11 23:05:38-05:30,57,others,multiple times per week,groceries and gourmet food,yes,few times per week,others,multiple pages,2,no,often,found a better price elsewhere,sometimes,no,heavily,sometimes,no,5,5,all the above,customer service responsiveness,297252
2023-06-09 14:43:37-05:30,40,male,weekly,beauty and personal care;home and kitchen,sometimes,multiple times a day,keyword,first page,5,maybe,always,others,rarely,yes,occasionally,no,yes,1,4,customer service,i have no problem with amazon yet. but others tell me about the refund issues,721441
2023-06-08 16:29:56-05:30,27,female,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,sometimes,rarely,filter,first page,2,maybe,rarely,others,rarely,yes,never,no,no,5,5,user-friendly website/app interface,better app interface and lower shipping charges,981386
2023-06-04 17:04:56-05:30,21,others,less than once a month,beauty and personal care;others,yes,few times per month,categories,multiple pages,4,maybe,often,changed my mind or no longer need the item,never,yes,occasionally,sometimes,no,4,5,product recommendations,user interface,238044
2023-06-06 18:42:00-05:30,42,others,once a month,groceries and gourmet food;clothing and fashion;home and kitchen,no,multiple times a day,categories,first page,1,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,never,yes,yes,4,4,user-friendly website/app interface,unknown,333191
2023-06-09 14:34:43-05:30,37,female,weekly,groceries and gourmet food,sometimes,few times per month,others,multiple pages,4,maybe,often,changed my mind or no longer need the item,rarely,no,heavily,yes,sometimes,2,5,quick delivery,user interface,106415
2023-06-12 14:49:47-05:30,55,female,few times per month,beauty and personal care;others,yes,rarely,keyword,first page,2,yes,sometimes,others,sometimes,no,heavily,sometimes,yes,1,3,quick delivery,quality of product is very poor according to the big offers,216775
2023-06-08 17:06:30-05:30,33,others,multiple times per week,beauty and personal care,no,multiple times a day,categories,first page,5,maybe,never,changed my mind or no longer need the item,sometimes,yes,rarely,yes,no,2,2,competitive prices,user interface,166142
2023-06-09 10:24:58-05:30,34,others,less than once a month,groceries and gourmet food;home and kitchen;others,no,multiple times a day,others,multiple pages,4,no,rarely,found a better price elsewhere,rarely,yes,never,yes,no,4,2,competitive prices,user interface,209283
2023-06-08 17:58:03-05:30,10,not_preferred,less than once a month,beauty and personal care;clothing and fashion,yes,few times per week,keyword,first page,4,maybe,rarely,changed my mind or no longer need the item,often,yes,occasionally,no,no,4,4,user-friendly website/app interface,no issues,605385
2023-06-08 17:38:57-05:30,3,not_preferred,weekly,groceries and gourmet food;beauty and personal care;others,no,rarely,others,multiple pages,4,maybe,often,found a better price elsewhere,often,yes,rarely,sometimes,no,5,2,competitive prices,customer service responsiveness,324810
2023-06-07 09:20:34-05:30,11,male,few times per month,groceries and gourmet food,no,few times per week,keyword,multiple pages,4,maybe,never,changed my mind or no longer need the item,sometimes,no,heavily,sometimes,sometimes,5,1,quick delivery,i have no problem with amazon yet. but others tell me about the refund issues,268848
2023-06-09 15:18:25-05:30,30,female,multiple times per week,beauty and personal care,sometimes,few times per month,filter,first page,2,yes,often,changed my mind or no longer need the item,rarely,no,never,sometimes,no,2,1,wide product selection,no issues,272463
2023-06-07 21:18:55-05:30,30,others,multiple times per week,beauty and personal care;clothing and fashion;others,yes,few times per week,filter,multiple pages,3,yes,sometimes,others,often,yes,never,yes,sometimes,5,1,competitive prices,i have no problem with amazon yet. but others tell me about the refund issues,771946
2023-06-07 23:10:09-05:30,23,others,multiple times per week,clothing and fashion;home and kitchen,yes,few times per month,keyword,multiple pages,2,no,sometimes,high shipping costs,never,no,never,yes,no,2,1,unknown,no issues,274409
2023-06-06 18:37:26-05:30,29,not_preferred,less than once a month,home and kitchen,sometimes,few times per week,keyword,multiple pages,5,yes,sometimes,changed my mind or no longer need the item,often,no,occasionally,sometimes,yes,2,1,user-friendly website/app interface,no issues,717088
2023-06-11 23:06:52-05:30,42,male,few times per month,groceries and gourmet food;clothing and fashion;others,sometimes,few times per week,categories,multiple pages,2,yes,often,found a better price elsewhere,rarely,no,occasionally,no,yes,3,3,competitive prices,i have no problem with amazon yet. but others tell me about the refund issues,742648
2023-06-05 20:44:09-05:30,27,female,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,sometimes,rarely,keyword,multiple pages,5,no,rarely,others,sometimes,yes,never,yes,no,3,2,unknown,unknown,697560
2023-06-11 23:22:19-05:30,13,not_preferred,few times per month,beauty and personal care;others,sometimes,multiple times a day,keyword,first page,5,no,rarely,high shipping costs,often,yes,moderately,no,yes,3,1,unknown,add more familiar brands to the list,560772
2023-06-07 17:58:12-05:30,51,male,few times per month,others,sometimes,rarely,others,first page,2,maybe,always,changed my mind or no longer need the item,never,yes,moderately,sometimes,no,3,5,all the above,scrolling option would be much better than going to next page,164401
2023-06-08 17:39:54-05:30,41,others,few times per month,groceries and gourmet food,no,multiple times a day,categories,multiple pages,4,no,never,others,always,no,rarely,no,yes,1,4,product recommendations,user interface,889254
2023-06-07 12:50:13-05:30,50,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care,sometimes,rarely,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,never,no,heavily,sometimes,no,1,4,quick delivery,no issues,976260
2023-06-07 22:39:21-05:30,26,others,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,sometimes,rarely,keyword,first page,4,yes,rarely,changed my mind or no longer need the item,often,no,never,sometimes,no,2,3,customer service,user interface,555535
2023-06-08 19:46:31-05:30,10,male,weekly,groceries and gourmet food;clothing and fashion;home and kitchen,sometimes,few times per month,keyword,first page,1,no,always,high shipping costs,never,no,occasionally,yes,no,2,4,customer service,user interface,240267
2023-06-08 22:39:27-05:30,28,not_preferred,once a month,beauty and personal care,sometimes,few times per week,others,first page,1,no,often,found a better price elsewhere,sometimes,no,moderately,yes,yes,5,5,customer service,user interface,645093
2023-06-07 14:09:49-05:30,32,female,multiple times per week,beauty and personal care;clothing and fashion,no,few times per week,keyword,first page,1,maybe,never,found a better price elsewhere,always,yes,never,no,yes,3,3,quick delivery,unknown,249292
2023-06-12 15:44:16-05:30,66,male,less than once a month,beauty and personal care;clothing and fashion;others,no,few times per month,filter,first page,4,no,sometimes,others,never,yes,moderately,yes,sometimes,4,5,customer service,scrolling option would be much better than going to next page,840941
2023-06-09 15:00:03-05:30,6,male,few times per month,clothing and fashion;others,no,few times per week,keyword,multiple pages,1,maybe,rarely,changed my mind or no longer need the item,always,no,occasionally,sometimes,sometimes,4,1,customer service,reducing packaging waste,917280
2023-06-07 22:16:54-05:30,46,not_preferred,multiple times per week,groceries and gourmet food;beauty and personal care;others,sometimes,multiple times a day,keyword,first page,1,yes,never,high shipping costs,sometimes,yes,rarely,no,sometimes,3,5,all the above,shipping speed and reliability,744830
2023-06-07 21:21:50-05:30,17,others,multiple times per week,beauty and personal care;clothing and fashion;home and kitchen,yes,multiple times a day,keyword,first page,1,no,always,high shipping costs,sometimes,yes,heavily,yes,sometimes,1,1,customer service,customer service responsiveness,459469
2023-06-09 14:23:03-05:30,12,others,multiple times per week,groceries and gourmet food;clothing and fashion;others,no,few times per week,categories,multiple pages,5,maybe,never,high shipping costs,always,yes,heavily,sometimes,no,3,5,competitive prices,no issues,810604
2023-06-07 19:17:13-05:30,50,others,once a month,groceries and gourmet food,sometimes,few times per week,keyword,first page,5,yes,always,changed my mind or no longer need the item,often,no,moderately,sometimes,sometimes,2,3,user-friendly website/app interface,i have no problem with amazon yet. but others tell me about the refund issues,813995
2023-06-08 17:31:03-05:30,64,female,less than once a month,beauty and personal care;home and kitchen,yes,few times per week,categories,first page,3,maybe,often,found a better price elsewhere,sometimes,no,heavily,sometimes,yes,2,4,wide product selection,unknown,887943
2023-06-05 13:10:59-05:30,20,female,once a month,beauty and personal care;clothing and fashion;home and kitchen;others,no,few times per week,filter,multiple pages,3,no,always,high shipping costs,always,no,heavily,no,no,5,2,all the above,better app interface and lower shipping charges,227163
2023-06-11 22:58:52-05:30,14,female,few times per month,groceries and gourmet food;clothing and fashion,no,few times per week,filter,multiple pages,3,maybe,always,others,always,yes,occasionally,yes,yes,2,3,unknown,i have no problem with amazon yet. but others tell me about the refund issues,984110
2023-06-09 10:58:44-05:30,24,others,few times per month,beauty and personal care;others,no,few times per month,filter,first page,2,yes,often,changed my mind or no longer need the item,sometimes,no,never,no,sometimes,5,5,product recommendations,user interface,167307
2023-06-07 13:04:07-05:30,15,female,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen;others,no,few times per month,others,first page,5,yes,always,others,often,no,occasionally,sometimes,no,5,4,quick delivery,unknown,124880
2023-06-04 21:48:15-05:30,31,male,weekly,groceries and gourmet food;beauty and personal care;others,yes,few times per month,keyword,first page,4,no,never,high shipping costs,often,no,occasionally,sometimes,no,5,2,customer service,user interface,263008
2023-06-06 18:57:14-05:30,15,others,few times per month,beauty and personal care;clothing and fashion;others,no,multiple times a day,filter,multiple pages,2,yes,never,found a better price elsewhere,often,no,never,yes,yes,1,4,competitive prices,irrelevant product suggestions,309671
2023-06-07 22:07:42-05:30,57,others,few times per month,beauty and personal care;clothing and fashion;home and kitchen,yes,rarely,categories,first page,2,maybe,rarely,changed my mind or no longer need the item,sometimes,yes,heavily,sometimes,no,1,4,user-friendly website/app interface,shipping speed and reliability,695278
2023-06-08 17:24:42-05:30,21,others,few times per month,groceries and gourmet food,yes,multiple times a day,filter,multiple pages,4,yes,often,found a better price elsewhere,sometimes,yes,never,sometimes,yes,3,5,unknown,irrelevant product suggestions,126204
2023-06-07 10:57:14-05:30,16,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,multiple times a day,others,first page,1,yes,sometimes,high shipping costs,sometimes,no,heavily,sometimes,sometimes,2,3,competitive prices,customer service responsiveness,814756
2023-06-09 19:23:09-05:30,6,female,multiple times per week,clothing and fashion;others,no,few times per month,categories,multiple pages,2,maybe,rarely,found a better price elsewhere,always,no,never,no,sometimes,5,2,unknown,product quality and accuracy,812775
2023-06-06 18:45:07-05:30,67,not_preferred,once a month,beauty and personal care;clothing and fashion;others,no,few times per week,keyword,multiple pages,3,yes,sometimes,others,never,yes,rarely,sometimes,sometimes,5,4,quick delivery,user interface,722592
2023-06-11 23:10:14-05:30,66,female,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,few times per month,filter,first page,1,maybe,sometimes,others,rarely,yes,heavily,no,sometimes,4,1,product recommendations,quality of product is very poor according to the big offers,446978
2023-06-11 23:28:26-05:30,62,others,less than once a month,groceries and gourmet food;clothing and fashion;others,sometimes,few times per month,keyword,multiple pages,2,maybe,sometimes,high shipping costs,rarely,no,heavily,yes,sometimes,5,5,quick delivery,user interface,517278
2023-06-06 18:37:19-05:30,35,female,multiple times per week,home and kitchen,yes,rarely,filter,first page,4,maybe,often,others,rarely,yes,rarely,sometimes,sometimes,1,3,quick delivery,user interface,919319
2023-06-16 09:16:05-05:30,36,not_preferred,weekly,others,no,few times per week,filter,multiple pages,3,maybe,sometimes,others,rarely,no,never,sometimes,sometimes,5,3,customer service,irrelevant product suggestions,963622
2023-06-05 16:46:52-05:30,35,male,multiple times per week,groceries and gourmet food;beauty and personal care,yes,rarely,categories,multiple pages,4,no,rarely,high shipping costs,sometimes,no,never,sometimes,sometimes,5,1,quick delivery,scrolling option would be much better than going to next page,170848
2023-06-06 18:38:49-05:30,66,others,once a month,clothing and fashion,sometimes,rarely,keyword,first page,1,no,sometimes,high shipping costs,always,yes,rarely,yes,yes,5,3,customer service,user interface,828781
2023-06-11 22:48:27-05:30,16,not_preferred,multiple times per week,groceries and gourmet food;beauty and personal care;home and kitchen,yes,multiple times a day,keyword,first page,5,no,sometimes,high shipping costs,often,yes,occasionally,yes,no,3,5,wide product selection,unknown,793063
2023-06-05 14:21:37-05:30,48,others,multiple times per week,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,multiple times a day,filter,multiple pages,5,yes,sometimes,changed my mind or no longer need the item,rarely,no,rarely,yes,no,5,4,wide product selection,no issues,336029
2023-06-05 18:49:25-05:30,38,others,weekly,clothing and fashion;others,yes,multiple times a day,categories,multiple pages,1,no,sometimes,changed my mind or no longer need the item,often,yes,rarely,sometimes,no,4,4,unknown,better app interface and lower shipping charges,435420
2023-06-07 22:40:10-05:30,43,female,less than once a month,groceries and gourmet food;home and kitchen;others,sometimes,few times per week,filter,first page,3,no,rarely,high shipping costs,rarely,no,never,yes,yes,2,3,competitive prices,reducing packaging waste,371039
2023-06-07 09:20:34-05:30,62,female,less than once a month,groceries and gourmet food;home and kitchen,no,rarely,categories,first page,5,maybe,sometimes,others,often,yes,heavily,no,no,4,4,product recommendations,no issues,318841
2023-06-06 19:31:34-05:30,27,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care,no,few times per week,categories,first page,5,maybe,always,found a better price elsewhere,sometimes,no,occasionally,no,no,2,5,unknown,no issues,599379
2023-06-06 18:45:07-05:30,60,male,multiple times per week,groceries and gourmet food;beauty and personal care,yes,few times per month,categories,multiple pages,5,yes,always,high shipping costs,rarely,no,rarely,no,sometimes,2,5,unknown,quality of product is very poor according to the big offers,805426
2023-06-09 10:24:58-05:30,67,female,multiple times per week,clothing and fashion;others,yes,few times per week,others,multiple pages,5,maybe,always,found a better price elsewhere,sometimes,yes,moderately,no,no,5,1,all the above,reducing packaging waste,425305
2023-06-11 23:16:18-05:30,34,male,weekly,groceries and gourmet food;clothing and fashion;home and kitchen;others,no,few times per week,keyword,first page,5,maybe,rarely,changed my mind or no longer need the item,never,no,heavily,no,no,1,2,quick delivery,customer service responsiveness,933236
2023-06-05 14:46:25-05:30,38,not_preferred,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,rarely,others,first page,5,yes,never,changed my mind or no longer need the item,sometimes,yes,rarely,no,yes,3,3,wide product selection,shipping speed and reliability,265010
2023-06-04 17:13:00-05:30,58,others,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,multiple times a day,keyword,first page,2,no,sometimes,found a better price elsewhere,often,no,occasionally,sometimes,sometimes,3,3,wide product selection,no issues,417306
2023-06-05 11:54:52-05:30,56,male,weekly,beauty and personal care;clothing and fashion,no,multiple times a day,categories,multiple pages,4,yes,rarely,changed my mind or no longer need the item,never,no,never,yes,yes,5,4,user-friendly website/app interface,product quality and accuracy,640639
2023-06-08 03:23:58-05:30,18,female,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen;others,sometimes,few times per month,others,first page,1,no,never,others,sometimes,no,never,no,yes,5,3,product recommendations,unknown,985127
2023-06-09 16:33:19-05:30,45,not_preferred,once a month,beauty and personal care;home and kitchen;others,sometimes,rarely,filter,first page,5,maybe,never,others,always,yes,heavily,sometimes,sometimes,2,2,unknown,quality of product is very poor according to the big offers,972089
2023-06-05 11:20:41-05:30,54,not_preferred,few times per month,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times per month,keyword,first page,2,no,rarely,others,rarely,no,heavily,yes,yes,2,1,product recommendations,user interface,547075
2023-06-09 15:06:37-05:30,32,female,once a month,groceries and gourmet food;clothing and fashion,yes,few times per month,filter,multiple pages,3,maybe,always,found a better price elsewhere,sometimes,yes,rarely,no,no,1,4,user-friendly website/app interface,scrolling option would be much better than going to next page,371143
2023-06-07 20:41:53-05:30,31,not_preferred,less than once a month,beauty and personal care;home and kitchen,no,rarely,filter,first page,1,yes,never,high shipping costs,never,yes,never,sometimes,no,2,3,product recommendations,unknown,970098
2023-06-09 03:47:38-05:30,39,male,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion,yes,few times per week,categories,multiple pages,1,yes,never,found a better price elsewhere,sometimes,yes,heavily,sometimes,no,2,4,wide product selection,scrolling option would be much better than going to next page,659431
2023-06-05 22:05:25-05:30,3,others,less than once a month,clothing and fashion;home and kitchen;others,yes,few times per week,categories,multiple pages,2,no,always,high shipping costs,rarely,yes,never,yes,sometimes,2,3,user-friendly website/app interface,user interface,842375
2023-06-11 23:28:26-05:30,65,female,weekly,beauty and personal care;others,sometimes,few times per month,keyword,multiple pages,2,no,often,others,never,no,never,no,no,4,2,customer service,user interface,508163
2023-06-05 16:50:33-05:30,4,others,multiple times per week,clothing and fashion;home and kitchen,yes,multiple times a day,filter,multiple pages,2,no,often,high shipping costs,always,no,never,no,no,4,1,user-friendly website/app interface,shipping speed and reliability,270160
2023-06-12 14:48:55-05:30,25,male,multiple times per week,beauty and personal care;clothing and fashion,no,few times per week,categories,first page,1,no,often,high shipping costs,often,no,rarely,yes,yes,5,2,competitive prices,better app interface and lower shipping charges,209522
2023-06-04 21:10:51-05:30,15,male,few times per month,beauty and personal care;home and kitchen,yes,multiple times a day,others,multiple pages,2,yes,never,others,always,yes,never,sometimes,sometimes,1,1,customer service,irrelevant product suggestions,973646
2023-06-09 15:08:38-05:30,32,not_preferred,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,yes,rarely,filter,multiple pages,4,maybe,sometimes,found a better price elsewhere,sometimes,no,occasionally,no,sometimes,5,5,all the above,i have no problem with amazon yet. but others tell me about the refund issues,235901
2023-06-04 14:30:44-05:30,38,female,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times per month,others,multiple pages,4,maybe,always,others,often,yes,rarely,yes,no,5,1,product recommendations,reducing packaging waste,386788
2023-06-08 17:38:01-05:30,44,female,few times per month,groceries and gourmet food;home and kitchen,sometimes,few times per week,categories,first page,4,no,often,changed my mind or no longer need the item,never,no,occasionally,no,no,2,1,competitive prices,no issues,995847
2023-06-11 21:15:38-05:30,53,not_preferred,weekly,groceries and gourmet food;clothing and fashion,no,multiple times a day,categories,first page,4,yes,sometimes,high shipping costs,often,no,never,sometimes,yes,1,3,unknown,reducing packaging waste,227438
2023-06-06 18:44:04-05:30,32,others,multiple times per week,groceries and gourmet food;home and kitchen,sometimes,rarely,keyword,multiple pages,1,maybe,often,found a better price elsewhere,always,yes,rarely,yes,yes,5,2,wide product selection,unknown,397626
2023-06-07 11:54:03-05:30,10,female,once a month,groceries and gourmet food;beauty and personal care,sometimes,multiple times a day,filter,first page,5,no,never,high shipping costs,often,yes,rarely,no,no,2,3,unknown,product quality and accuracy,530330
2023-06-07 10:57:14-05:30,14,female,few times per month,groceries and gourmet food;clothing and fashion;home and kitchen;others,yes,few times per month,keyword,first page,5,maybe,often,high shipping costs,always,yes,rarely,no,sometimes,3,4,wide product selection,reducing packaging waste,245552
2023-06-08 22:24:19-05:30,43,male,less than once a month,beauty and personal care;clothing and fashion,no,few times per week,categories,multiple pages,5,maybe,never,others,sometimes,no,rarely,yes,yes,3,2,product recommendations,no issues,110054
2023-06-05 20:47:42-05:30,16,female,few times per month,beauty and personal care;home and kitchen;others,sometimes,few times per week,others,first page,5,maybe,never,others,always,yes,never,sometimes,sometimes,4,3,all the above,user interface,935107
2023-06-09 14:23:45-05:30,44,others,less than once a month,beauty and personal care;home and kitchen,yes,multiple times a day,categories,first page,2,yes,sometimes,others,always,no,rarely,no,yes,2,2,unknown,i have no problem with amazon yet. but others tell me about the refund issues,485702
2023-06-08 18:00:50-05:30,15,others,once a month,beauty and personal care;clothing and fashion;home and kitchen;others,no,multiple times a day,categories,first page,2,maybe,sometimes,others,sometimes,no,occasionally,yes,yes,2,5,customer service,no issues,164243
2023-06-12 15:29:20-05:30,38,male,once a month,home and kitchen;others,yes,multiple times a day,filter,first page,2,no,rarely,found a better price elsewhere,sometimes,yes,rarely,no,sometimes,2,1,customer service,unknown,292629
2023-06-08 17:37:13-05:30,61,male,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,rarely,keyword,multiple pages,2,maybe,always,changed my mind or no longer need the item,rarely,yes,heavily,yes,no,1,2,customer service,customer service responsiveness,132199
2023-06-08 17:08:27-05:30,52,male,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,yes,multiple times a day,keyword,multiple pages,3,no,never,high shipping costs,never,yes,heavily,sometimes,no,2,3,quick delivery,quality of product is very poor according to the big offers,950946
2023-06-11 23:00:11-05:30,63,male,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;others,no,few times per month,categories,multiple pages,2,no,often,found a better price elsewhere,sometimes,yes,heavily,yes,no,4,1,unknown,customer service responsiveness,865815
2023-06-11 23:00:11-05:30,32,others,few times per month,groceries and gourmet food;clothing and fashion;home and kitchen,sometimes,multiple times a day,filter,first page,1,yes,sometimes,changed my mind or no longer need the item,often,no,moderately,no,no,1,3,product recommendations,no issues,477907
2023-06-09 09:34:44-05:30,8,male,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion;others,no,multiple times a day,keyword,first page,5,no,never,changed my mind or no longer need the item,rarely,yes,occasionally,yes,sometimes,1,2,customer service,quality of product is very poor according to the big offers,506460
2023-06-08 18:00:20-05:30,65,female,once a month,groceries and gourmet food;clothing and fashion;home and kitchen,yes,few times per week,keyword,multiple pages,4,yes,rarely,high shipping costs,never,yes,rarely,no,sometimes,4,5,quick delivery,i have no problem with amazon yet. but others tell me about the refund issues,930016
2023-06-06 09:37:33-05:30,57,male,once a month,home and kitchen,no,rarely,categories,first page,2,maybe,always,changed my mind or no longer need the item,always,yes,moderately,yes,yes,2,5,quick delivery,shipping speed and reliability,998726
2023-06-07 11:44:55-05:30,33,not_preferred,multiple times per week,clothing and fashion,no,few times per month,filter,first page,4,maybe,never,changed my mind or no longer need the item,rarely,yes,occasionally,sometimes,no,5,2,unknown,no issues,956806
2023-06-06 19:08:47-05:30,44,others,multiple times per week,home and kitchen,yes,few times per week,keyword,first page,5,yes,sometimes,high shipping costs,always,no,heavily,no,no,2,1,customer service,unknown,102158
2023-06-05 13:37:01-05:30,56,male,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,multiple times a day,filter,multiple pages,5,yes,often,others,never,no,heavily,sometimes,sometimes,5,4,wide product selection,shipping speed and reliability,829666
2023-06-09 15:09:41-05:30,63,others,few times per month,groceries and gourmet food;beauty and personal care;home and kitchen,yes,rarely,keyword,first page,3,maybe,sometimes,found a better price elsewhere,always,yes,occasionally,no,yes,1,2,user-friendly website/app interface,user interface,616588
2023-06-07 21:23:39-05:30,49,others,less than once a month,beauty and personal care;others,no,rarely,keyword,first page,1,yes,rarely,found a better price elsewhere,often,yes,heavily,no,sometimes,5,3,unknown,no issues,616650
2023-06-08 18:00:06-05:30,6,male,once a month,beauty and personal care;home and kitchen,no,rarely,keyword,multiple pages,5,maybe,often,found a better price elsewhere,often,yes,never,no,yes,4,2,user-friendly website/app interface,user interface,746370
2023-06-04 21:18:12-05:30,46,male,few times per month,clothing and fashion;others,yes,few times per month,categories,multiple pages,1,maybe,rarely,others,never,yes,heavily,sometimes,no,5,4,customer service,reducing packaging waste,852686
2023-06-12 09:40:22-05:30,61,not_preferred,weekly,groceries and gourmet food;clothing and fashion,yes,few times per week,keyword,first page,2,yes,often,high shipping costs,sometimes,yes,heavily,yes,yes,5,5,quick delivery,shipping speed and reliability,486611
